[WalkUpTimeInSystem].SampleAverage	[WalkUpWaitForTriage].SampleAverage	[WalkUpWaitForTest].SampleAverage	[WalkUpWaitForTreat].SampleAverage	[ScheduledTimeInSystem].SampleAverage	[ScheduledWaitForTreat].SampleAverage	[TriageNurseUtilization].Value	[TestNurseUtilization].Value	[Doctor1Utilization].Value	[Doctor2Utilization].Value
0.7542832456553722[h]	0.0677947019378776[h]	0.00633785544973545[h]	0.16771107682821096[h]	0.4162852105079526[h]	0.1318817434290995[h]	0.404134271875	0.14682539682539683	0.5942134560185185	0.9843475009193121
0.8530774419590302[h]	0.0719681248448687[h]	0.008674869543795621[h]	0.24925161894325124[h]	0.42854677070460734[h]	0.14146461476569555[h]	0.3983765546676587	0.15311343079695766	0.5889212443584656	0.9614129763756614
0.6857914526893605[h]	0.05011955836427938[h]	0.004041740238095237[h]	0.12377872700117892[h]	0.42572121693492426[h]	0.144068072875784[h]	0.3579146204001323	0.12896825396825398	0.5232643372503307	0.9536696762384259
0.7011592948041229[h]	0.04691486997542999[h]	0.004576902963888888[h]	0.15615556526071533[h]	0.3889304421588592[h]	0.1128358111891831[h]	0.3780567606498016	0.10714285714285714	0.5490706172222222	0.9355137519494048
0.7617446388196144[h]	0.0582517985391198[h]	0.008955790247395833[h]	0.18116429730575917[h]	0.4406059562764422[h]	0.15162126940937432[h]	0.36829893950892856	0.1378968253968254	0.5675156002893519	0.966913245433201
0.8387135139616052[h]	0.0799549700116347[h]	0.0078932398553719[h]	0.22920917736474675[h]	0.41252094795306854[h]	0.125437250248656[h]	0.3601253755919312	0.13095238095238096	0.5373231686011904	0.9624171347900131
0.6926419581119794[h]	0.05447835161096641[h]	0.005398690847222223[h]	0.12370123913990155[h]	0.42988362904222255[h]	0.14400776235055554[h]	0.3472212154150132	0.1339280800975529	0.536153443640873	0.9493417666154099
0.6899288655605933[h]	0.06154477244746693[h]	0.004722836880692167[h]	0.10338675451568796[h]	0.41106790825073564[h]	0.12660674156766238[h]	0.3630684574206349	0.14285714285714285	0.5544928117857143	0.9528189119890872
0.7957885714244658[h]	0.05780781283456487[h]	0.007666701626666666[h]	0.2146600106964969[h]	0.41749262296940615[h]	0.13288583461398273[h]	0.37856235564980156	0.14087301587301587	0.5773083872883598	0.977651293343254
0.7909191634818225[h]	0.05239626114951357[h]	0.004290902322076978[h]	0.2081229019604455[h]	0.42795274477277756[h]	0.14149154279277765[h]	0.4141545801603836	0.16912883530588624	0.6248584713921957	0.9882912663740078
0.8337737516639628[h]	0.056167502558799695[h]	0.006423424838709678[h]	0.2593002669721546[h]	0.43197768464269715[h]	0.14563023588373666[h]	0.38001968855820106	0.14583333333333334	0.5813042681878307	0.9668312813508597
0.7810701073684946[h]	0.08605903183755277[h]	0.014503999371231695[h]	0.16800564174753874[h]	0.3914294398305958[h]	0.10541647910506503[h]	0.3824788597073413	0.14583333333333334	0.5576722152910053	0.9584463502695105
0.773855334486766[h]	0.056374425377808596[h]	0.006187655819581957[h]	0.2020363593028624[h]	0.4278040105477152[h]	0.13984354809195795[h]	0.34397114253968253	0.11706349206349206	0.5295061620585317	0.9646548218320107
0.7742467978179294[h]	0.05858118160610847[h]	0.00760009542[h]	0.20498848955700383[h]	0.4337360132580324[h]	0.14735973827420792[h]	0.3862067702843915	0.14285714285714285	0.5865896194262565	0.9808255380787035
0.8083153767830425[h]	0.05347283218135217[h]	0.010046045720000002[h]	0.23002509743419253[h]	0.4114001759499662[h]	0.12633416361561867[h]	0.3783935848313492	0.1378968253968254	0.5690149607556217	0.9550830754216268
0.7037571654917228[h]	0.05557922240600448[h]	0.004153642959295929[h]	0.14141210807239046[h]	0.3966606148112883[h]	0.11393328066688924[h]	0.3798335273693783	0.11805555555555555	0.5404181567261904	0.957446363215939
0.7010397561171642[h]	0.05610522268765132[h]	0.005836142813455658[h]	0.13301361632230296[h]	0.42264638171686714[h]	0.13912417437137434[h]	0.39207078855985444	0.1219082435185185	0.5791269392046957	0.9557791111590607
0.6508025590165836[h]	0.04070947388805969[h]	0.002324966133113311[h]	0.09236098027529024[h]	0.39800756480190325[h]	0.11345477273959723[h]	0.3202073159507275	0.1111111111111111	0.47696582333167986	0.9536794010615078
1.0079915743454824[h]	0.11459026749727005[h]	0.007343611743002546[h]	0.35963539753822[h]	0.4646307987736997[h]	0.17448943981812165[h]	0.3820648274107143	0.14741556345734128	0.5736690553224206	0.9887942642774471
0.8666773267354232[h]	0.06307231079070405[h]	0.0049641626311111115[h]	0.28036295262788774[h]	0.4026954733383734[h]	0.11703879856630821[h]	0.38390915237599205	0.12996031746031747	0.5635879831861772	0.9592069824074073
0.8437136390874895[h]	0.07525162085444707[h]	0.006768393383190883[h]	0.26011374207574567[h]	0.39559302433923393[h]	0.11722493087564015[h]	0.388024701332672	0.13392857142857142	0.5699911031547619	0.9607638840261242
0.7649585968707342[h]	0.066202157471335[h]	0.004665542901833873[h]	0.18622041651037402[h]	0.4065913818692357[h]	0.12281310477217834[h]	0.3826124231729497	0.12400793650793651	0.5644794449487434	0.9462446429249338
0.8350757204314417[h]	0.07156956713619651[h]	0.0076238330254091305[h]	0.24633992142631997[h]	0.42890685025910846[h]	0.14579956700158403[h]	0.38093989957506613	0.13690476190476192	0.5723351606084656	0.9617141762037038
0.938779546081186[h]	0.1176365191224304[h]	0.01196620083908046[h]	0.2911641171376529[h]	0.3910513029604813[h]	0.10731510261683863[h]	0.39225529908068785	0.15575396825396826	0.573278648027447	0.9482843482093255
0.7143214021985971[h]	0.05497912184278351[h]	0.00554797427148847[h]	0.1471535422021763[h]	0.39937729594727855[h]	0.11593987067176875[h]	0.36712043297949737	0.12003968253968254	0.5297507650529101	0.9597800839153439
0.7493236058284235[h]	0.07064376084595964[h]	0.009728106706349207[h]	0.14788690018939396[h]	0.4092710477326879[h]	0.12440162435983086[h]	0.36914794307705023	0.1349206349206349	0.556815546588955	0.9572344111706349
0.7060722004079203[h]	0.05141390532815563[h]	0.008091693698476702[h]	0.13541143444094583[h]	0.3949863143565757[h]	0.111154837047619[h]	0.37897405865244704	0.14186507936507936	0.5760235916087962	0.9520703616865079
0.7158785313953652[h]	0.04828522403281519[h]	0.004416944521228545[h]	0.15003423259571097[h]	0.41035103530455097[h]	0.12822258719879523[h]	0.36618208742724867	0.14087301587301587	0.5441653421511243	0.9493587468816137
0.6870775107841571[h]	0.052053990275784175[h]	0.0049663887377777785[h]	0.12691029435738957[h]	0.4058526919890672[h]	0.1307127993323293[h]	0.40400567719907404	0.1527777777777778	0.5785749512169313	0.9428305373478836
0.8098779817608396[h]	0.0719032904390244[h]	0.0019697942493112947[h]	0.22106032709688372[h]	0.429434134739173[h]	0.14457859090715228[h]	0.3893481325347222	0.1388888888888889	0.5635663277926587	0.9899441559606482
0.7131015161763038[h]	0.05467463744827094[h]	0.005462933594054581[h]	0.1383795967247733[h]	0.4134835753381399[h]	0.12771937615917714[h]	0.38735280943948414	0.13580609328703702	0.5561214094477513	0.961976641426918
0.8319887717089648[h]	0.08094194823926767[h]	0.006065596904040404[h]	0.24791278679545453[h]	0.3956326839246031[h]	0.11586198267290258[h]	0.4179773599470899	0.13293650793650794	0.6266959740426588	0.9649018844510582
0.6749117686561562[h]	0.04688669506681681[h]	0.0064099293297655464[h]	0.10788091163213209[h]	0.43745252361674597[h]	0.15228343588798737[h]	0.3533237471164021	0.12996031746031747	0.5173574334672619	0.9418606585747354
0.7230851401074357[h]	0.0812051502169918[h]	0.01011932945621469[h]	0.11916884617472433[h]	0.404583690589926[h]	0.12016705972222225[h]	0.38237645076554233	0.13194444444444445	0.5539911219708994	0.9559526501967592
0.741900296072101[h]	0.06561961777643256[h]	0.004081027224702381[h]	0.16648023611447396[h]	0.40693986394636056[h]	0.12202768329332885[h]	0.3800774968584656	0.12996031746031747	0.5756497038955026	0.9670948971329364
0.7530971499978578[h]	0.06231618378534707[h]	0.0030378292609126983[h]	0.17325119024493002[h]	0.41696198512786586[h]	0.13118033792824077[h]	0.3659325852430555	0.12698412698412698	0.5443670827447089	0.9637101087566138
0.726510728722748[h]	0.05284296442408718[h]	0.007371346244698897[h]	0.15059648949632257[h]	0.42474538825307373[h]	0.1382148817793716[h]	0.40692820946759256	0.14781746031746032	0.5984994591947751	0.9669589652513225
0.7875032615177548[h]	0.07744553515893472[h]	0.006740024713403879[h]	0.1837120842475658[h]	0.43167002728032333[h]	0.14384451732403716[h]	0.37020084611441795	0.14682539682539683	0.5594219868220899	0.9700235944841269
0.6657531456449393[h]	0.0587048289713971[h]	0.005811995372744539[h]	0.09636070325013751[h]	0.39576203676666655[h]	0.11574515407833338[h]	0.38023237673776455	0.13488556209986774	0.5312803602959656	0.9541649183234127
0.8762337744537249[h]	0.07878809611853495[h]	0.007568991165501165[h]	0.27143182417347184[h]	0.46129876121892205[h]	0.17503735275577553[h]	0.4073152999884259	0.15575396825396826	0.6143268708630952	0.9934506665542328
0.8208668522201173[h]	0.07374434609357465[h]	0.0031459219999999998[h]	0.2292168504531425[h]	0.40892706033141346[h]	0.12516651698001352[h]	0.3728742207986111	0.13690476190476192	0.5440446702050264	0.9467294478439152
0.7228536625437502[h]	0.07461654530277775[h]	0.004584844634377967[h]	0.13617678674999997[h]	0.4007495231539232[h]	0.11831033463447345[h]	0.37862543616071426	0.12896825396825398	0.5753670987731481	0.9630708965625
0.8301360433239706[h]	0.10372137983395749[h]	0.00994492441919192[h]	0.20859426860362043[h]	0.4222204003801174[h]	0.1404285544236392[h]	0.429450328640873	0.13734509801421957	0.5976211198164683	0.9737144390492725
0.7476126975058168[h]	0.053632194562245494[h]	0.005615430082799147[h]	0.18173850509962186[h]	0.41341734291413135[h]	0.1254756092004734[h]	0.3482610660201719	0.11408730158730158	0.5360665102116402	0.9521037849867725
0.7120554401253755[h]	0.053975379744744756[h]	0.0028056196788194443[h]	0.1477263793183184[h]	0.42045072890908136[h]	0.13487640528541803[h]	0.3639457733779762	0.12136385034722222	0.553103789522156	0.9693185772751323
0.8147916536293027[h]	0.0625237244276518[h]	0.011072225142390292[h]	0.23412689495591946[h]	0.41265642783400824[h]	0.12924818649403963[h]	0.3688307040029762	0.13690476190476192	0.58265124057209	0.941891467620701
0.7125657221888886[h]	0.07793327573680556[h]	0.010668595794001963[h]	0.12934364887638886[h]	0.36953159754471293[h]	0.09419582403196954[h]	0.3816943573181217	0.1349206349206349	0.5386611913111773	0.9385565172371032
