[Simulation].RunIndex(1)	[WaitingTime1].SampleAverage	[TimeInSystem1].SampleAverage	[WaitingRoom].QueueLengthAverage	[ControllerTutorialTwo1].UtilisationWalkUpDoctor1	[WaitingTime2].SampleAverage	[TimeInSystem2].SampleAverage	[WaitingRoom].QueueLengthAverage	[ControllerTutorialTwo1].UtilisationAppointmentDoctor1
	h	h			h	h		
4.0	0.17524572413187664	0.4597687307273318	0.9647198236491317	0.6272665290740741	0.14580744128549075	0.42845061951263175	0.9647198236491317	0.8709770182423943
4.0	0.30045251054998984	0.582429939450516	1.3484817576074626	0.6649812910763888	0.12517799375390445	0.41024114233991515	1.3484817576074626	0.8902888862781083
4.0	0.1745443604927809	0.45607645841546346	0.9230181927810737	0.6560202270403438	0.12625856347973724	0.41284015276831404	0.9230181927810737	0.8772666866286375
4.0	0.11391633665934194	0.3896321644230336	0.658075818478827	0.5808545287979497	0.10871972000503016	0.3888704328409347	0.658075818478827	0.8573169436243386
4.0	0.19250995507641663	0.47987074641956734	0.9356494162284966	0.6134858868005952	0.12425975343819717	0.4060342285034583	0.9356494162284966	0.8726809544973544
4.0	0.1671161316020018	0.4464648490581421	0.8596966476537619	0.5986186795932539	0.12475867939023032	0.41552852528895595	0.8596966476537619	0.8830895998478836
4.0	0.15139094028209285	0.4361410171790728	0.8199502819923828	0.6357167620155423	0.12004135303101295	0.40307179464524767	0.8199502819923828	0.8718189825165343
4.0	0.17045490673678537	0.4467919998063651	0.9296622140823292	0.6154064116964286	0.13741272513190247	0.4242431839464568	0.9296622140823292	0.8760982633399471
4.0	0.15858191308456904	0.43726199833548207	0.8604111344725422	0.6278934355836641	0.12458454956181532	0.4110986565369995	0.8604111344725422	0.8727719329166668
4.0	0.1775442816266753	0.4635316878020967	0.9324743653653969	0.6295664269212963	0.1317347839280126	0.4188179143835236	0.9324743653653969	0.8907679536970899
4.0	0.17610136228870335	0.4591237948634301	0.9324452308366311	0.6544607832175926	0.1258726637522401	0.40994392861615137	0.9324452308366311	0.8834763508912037
4.0	0.16411636903792817	0.4501396924613786	0.9081027566782276	0.6730152799421296	0.12130090098591549	0.4017400737704007	0.9081027566782276	0.8983115585697752
4.0	0.20680331404647445	0.4978160834407052	1.0850377391187087	0.6586789559424603	0.14281098303535358	0.4267150095858587	1.0850377391187087	0.873832419088955
4.0	0.14958530884487892	0.43757511832304546	0.7597925141038243	0.603272983844246	0.11206687977643628	0.3947080065621508	0.7597925141038243	0.8676967164004631
4.0	0.2229433757752186	0.5076585529329285	1.1315478656993945	0.6352077260631613	0.14890494372624646	0.43685862764252226	1.1315478656993945	0.8942607222503305
4.0	0.15889979212617333	0.4490056250016377	0.848296218706998	0.633066367387566	0.12261476486644224	0.40278604418630753	0.848296218706998	0.868863440663029
4.0	0.13698881809457256	0.42023258795189816	0.7158987113706917	0.5807559862814152	0.10375429606416275	0.3879268419058798	0.7158987113706917	0.8676562501917988
4.0	0.21325688607332927	0.500881782482972	1.0356221107853727	0.6557794431646825	0.12909854588261654	0.4152893300548834	1.0356221107853727	0.8775058900876324
4.0	0.19891106480634593	0.48350872984417387	0.9712161809490629	0.6220578865410052	0.1296633860091846	0.41514913061267916	0.9712161809490629	0.8549704366716269
4.0	0.177656187687732	0.46808358213217643	0.9165962372189033	0.6520013898511904	0.12832933547984868	0.41046683287575186	0.9165962372189033	0.862606675462963
4.0	0.1497499586432748	0.43406357051345024	0.7061897616600439	0.5778961001173941	0.09583393199009133	0.3722199090447558	0.7061897616600439	0.8504240808994709
4.0	0.143103584973356	0.42256717676133765	0.8095087629034303	0.5963458462285053	0.13044528914375136	0.41311272081321243	0.8095087629034303	0.8558835596197089
4.0	0.15828896174955195	0.4395825955342739	0.8304175992410618	0.6036086029034391	0.12753390841102172	0.41166095067348546	0.8304175992410618	0.8671123238525132
4.0	0.15235082980950823	0.4359379606324108	0.8521424174933772	0.6199828346593914	0.1311580673532706	0.4164207378841842	0.8521424174933772	0.8742356541087962
4.0	0.2992824073354114	0.588646653640639	1.32316763497188	0.6372573197470238	0.14035529885932613	0.4280942533762828	1.32316763497188	0.8877356222189154
4.0	0.16302430309402569	0.4436834915478614	0.836328750181866	0.5891145885201718	0.12398836304219556	0.4067906900684701	0.836328750181866	0.8714331657473546
4.0	0.16928102222890212	0.453277885314518	0.8637347431481349	0.6097850308895503	0.12152440746646531	0.4018330870797008	0.8637347431481349	0.8620870828852514
4.0	0.14226223991677697	0.425228302593695	0.8072839751537589	0.6104377093650794	0.12826186476796078	0.4123728148176037	0.8072839751537589	0.8785234932969577
4.0	0.16240959223619159	0.44676341221953586	0.882696132084976	0.6289121534490741	0.1291820727912187	0.40840711692876314	0.882696132084976	0.866189646426918
4.0	0.1275360339620182	0.4076771909138317	0.7088128832969476	0.5925256322519842	0.1133239292260304	0.39368829823812734	0.7088128832969476	0.8533996623429233
4.0	0.21308046403974618	0.500968558740815	0.9945966525859677	0.6308447632457009	0.1254314681885994	0.40891087670953014	0.9945966525859677	0.8649366236392194
4.0	0.09786785131790741	0.378179859201878	0.6421237837780995	0.5882704096660053	0.11932347631272398	0.39764361028337797	0.6421237837780995	0.8623854695072751
4.0	0.16979415508962376	0.45438595270374077	0.8690320729364954	0.6141314262450397	0.12430611587022139	0.4101434763928014	0.8690320729364954	0.876691296638558
4.0	0.19198986179798877	0.47378767972466296	1.0353497145486006	0.6787947910681217	0.12826043548010282	0.413183573212609	1.0353497145486006	0.9034921273710318
4.0	0.13559440666724903	0.4199134285464708	0.712091446324396	0.5909081803984788	0.11046220741928303	0.3911516849293029	0.712091446324396	0.8531910288773147
4.0	0.17375413758209418	0.4561409166511772	0.914619081006932	0.6627368132655422	0.12192761011569415	0.40848688186731447	0.914619081006932	0.8805313129232804
4.0	0.16692479627136741	0.46181297812809297	0.8704849085499226	0.6374592798693782	0.12861542379350732	0.415186401061468	0.8704849085499226	0.8790248316716269
4.0	0.11151567853208308	0.39065499005838666	0.6436497738277009	0.5591749725512565	0.11309370568745804	0.39735677221886856	0.6436497738277009	0.8690923807258598
4.0	0.1740728190700484	0.45734854249527424	0.9302882230505842	0.6431867171974207	0.13046836364178938	0.4122839071095496	0.9302882230505842	0.8770103628621031
4.0	0.16712279056822957	0.45537745270014757	0.8724032017327945	0.6594432907589285	0.117264622758813	0.40095712449631876	0.8724032017327945	0.8774531135532406
4.0	0.12538612031079235	0.4068808280908472	0.6700497936028345	0.5895891886640211	0.10156883508774868	0.38334000736418555	0.6700497936028345	0.8629651831365739
4.0	0.10005827570485369	0.3838999969325482	0.5907641424503887	0.5722871097701719	0.10839009480142796	0.3887730713375724	0.5907641424503887	0.8509047508845898
4.0	0.13449416226322272	0.4170654521140839	0.7484127783035606	0.6490476524007937	0.10930430291050619	0.38945901428203394	0.7484127783035606	0.880319664699074
4.0	0.12486293693284348	0.40375222706689873	0.6563883720171836	0.5341782524041006	0.1145642170557782	0.401292345774327	0.6563883720171836	0.8453571857605818
4.0	0.16055691967509422	0.44491450284043005	0.7961921028356387	0.6196903520684524	0.1075329676820117	0.3894623604894709	0.7961921028356387	0.8595531346941137
4.0	0.15306974506891438	0.4360822092917733	0.815417431296288	0.6406376431746031	0.1145878226411201	0.39817660738509597	0.815417431296288	0.8765724854613094
4.0	0.15687498183454812	0.44144433446819015	0.8120126369857723	0.6109392173164683	0.11473024333053879	0.3952070126671137	0.8120126369857723	0.8690991746246692
4.0	0.15276927307089647	0.4354919433525094	0.8728948614103734	0.6020096116170635	0.13998372094823736	0.4236045521073183	0.8728948614103734	0.8892120218154763
4.0	0.15135138823608416	0.4312629300655489	0.8184548303191018	0.6174245374768518	0.11939838479935155	0.4049985203957077	0.8184548303191018	0.8843266600462962
4.0	0.18969622234368397	0.4691406473019643	0.945007136858455	0.6233479033201057	0.12015974301866766	0.4056055055700873	0.945007136858455	0.8896638715773809
4.0	0.12956823292369216	0.4102807648389536	0.7234445060896058	0.6084903915410053	0.1110664605712049	0.39015528157668256	0.7234445060896058	0.8720555535631613
4.0	0.2109881798802591	0.499367734912082	1.008496139555215	0.6507724857622355	0.12043291153367	0.4068658745078562	1.008496139555215	0.8734656674272487
4.0	0.16762218471696122	0.45027846841066904	0.9540021375264439	0.6296770441087963	0.1443889684501454	0.43005632529286864	0.9540021375264439	0.8970079739269179
4.0	0.16339824173335532	0.44450244065255773	0.8460679627761156	0.6132218015658069	0.11712543716309669	0.4005533328307675	0.8460679627761156	0.8681290414765211
4.0	0.16784331634783528	0.44900736948016623	0.9717082109870918	0.6285180418634259	0.15465510260910723	0.4407551202889109	0.9717082109870918	0.8874564452645503
4.0	0.18237855497723127	0.47227892574681213	0.9185367082423838	0.6122592490492724	0.13644156996437323	0.4232072827610776	0.9185367082423838	0.8824975264732143
4.0	0.16449654021519536	0.4451414562736055	0.9068716136441687	0.6162425999140211	0.13812313096497095	0.42885785400658183	0.9068716136441687	0.8883274902992725
4.0	0.15504224400511393	0.43442911201185475	0.7618867320502561	0.5793537867989417	0.10814215077197675	0.39557733772757653	0.7618867320502561	0.8707300849603173
4.0	0.1249437133528167	0.4016599383817632	0.7348527035780318	0.5907566823991403	0.12522683540247156	0.4050811373051657	0.7348527035780318	0.8610741618138227
4.0	0.1304285044926583	0.421106711516546	0.7997606608035612	0.6461025310482803	0.13501198805835002	0.42335343797563174	0.7997606608035612	0.8816064399371694
4.0	0.1046967269620461	0.3848886202986799	0.6069212851950956	0.5952736536805555	0.09897364676803316	0.37136820774417584	0.6069212851950956	0.8492610522800925
4.0	0.12996009606792716	0.41241377220588266	0.7089211935218143	0.5821226491782407	0.11567084247773331	0.3992877073463591	0.7089211935218143	0.8638957957291666
4.0	0.13714502664734748	0.4213616860562867	0.8045979392757834	0.647843966359127	0.12520883637938737	0.40360133596020575	0.8045979392757834	0.8681838219179894
4.0	0.1735434156591592	0.458458671406906	0.9395438389599776	0.6765933959689153	0.1238292657053432	0.4029684839576346	0.9395438389599776	0.8782223617708332
4.0	0.17224850397486768	0.45158509604938324	0.8944377522139454	0.6037724024189814	0.12552258212608988	0.4064260258976075	0.8944377522139454	0.8633220986656746
4.0	0.13745879098432467	0.4227803821352004	0.7061841714533613	0.5774029052579365	0.10543866862955513	0.3859271113268504	0.7061841714533613	0.8734931705340608
4.0	0.14930074298933776	0.4329918381941639	0.762220397362754	0.619003434781746	0.11611187416220431	0.404503802559125	0.762220397362754	0.8714406473693782
4.0	0.10698311112927802	0.3888491737347636	0.6098216927182449	0.5677571914401455	0.10492186865731457	0.3817678499610331	0.6098216927182449	0.853533102944775
4.0	0.16125673688514958	0.43818682503365364	0.7989876833068678	0.6112872698429234	0.10141477141180424	0.3816352443762572	0.7989876833068678	0.8697140450413358
4.0	0.1347192826783192	0.4187967472951979	0.7811563269526991	0.5827772849437831	0.13644745647384288	0.4246054678845295	0.7811563269526991	0.8723462962285052
4.0	0.17475640041242585	0.4562969082225409	0.880960029088944	0.6145602482903438	0.11151460009464607	0.3852525086676749	0.880960029088944	0.8660026212218914
4.0	0.1224668417671747	0.4078585896675502	0.7129576681530994	0.6141534492212302	0.11707626688408222	0.3956860269036439	0.7129576681530994	0.8628239974140213
4.0	0.20417239386257832	0.48759158017708953	1.0701093444808094	0.6756375070006613	0.1354445862242383	0.42175172034330183	1.0701093444808094	0.885026677051918
4.0	0.12372780539619306	0.4020924182077247	0.7180957432506516	0.5891663931150793	0.11455521442544149	0.3902860845981446	0.7180957432506516	0.8567995479993387
4.0	0.13788021301444445	0.42281442546166687	0.7121476036838521	0.6173291382225529	0.10172355945732531	0.3828749551243278	0.7121476036838521	0.8598426780935846
4.0	0.15118580915233698	0.43726022489142413	0.8041488130638135	0.6131757838624339	0.11863230630856755	0.39598503723728257	0.8041488130638135	0.8650771855919311
4.0	0.1538139539466446	0.4440418858179316	0.8661357746114289	0.6341327456316137	0.13710423220381524	0.4275992977186527	0.8661357746114289	0.897064234522156
4.0	0.19222726883147753	0.48488110982428656	0.908016547076709	0.5984056911127645	0.12181262882448478	0.402766067782258	0.908016547076709	0.8688111475297617
4.0	0.13613316481097962	0.41989444577799717	0.7450822589169863	0.6151285718237434	0.11377004420118014	0.39195415691327085	0.7450822589169863	0.8645655916964285
4.0	0.16366870901442315	0.4448562474225422	0.8321418636954269	0.6279633154017856	0.1086553294135803	0.3935756695645344	0.8321418636954269	0.877131125816799
