[Simulation].RunIndex(1)	[WaitingTime1].SampleAverage	[TimeInSystem1].SampleAverage	[WaitingRoom].QueueLengthAverage	[ControllerTutorialTwo1].UtilisationWalkUpDoctor1	[WaitingTime2].SampleAverage	[TimeInSystem2].SampleAverage	[WaitingRoom].QueueLengthAverage	[ControllerTutorialTwo1].UtilisationAppointmentDoctor1
	h	h			h	h		
4.0	0.1329893611345523	0.4180934985378576	0.758034663368046	0.5774488632275133	0.12763734300382362	0.41424475822874485	0.758034663368046	0.8744498260929233
4.0	0.11725551273976609	0.39409622049064336	0.6359120676107678	0.5639932449239418	0.10134968249215948	0.38680820075156835	0.6359120676107678	0.8656534820238097
4.0	0.160179336086685	0.45314860150022734	0.8528261724255851	0.6216172428554894	0.12988328013665773	0.4173592863029898	0.8528261724255851	0.8841963793154761
4.0	0.1514585525590069	0.43662986062513925	0.8555149983928463	0.6171250811838623	0.129061058726573	0.4135326553123602	0.8555149983928463	0.871079358463955
4.0	0.09430418516921396	0.3793752855507037	0.6184388838574654	0.5587311213525131	0.12398025618514794	0.4060030936172344	0.6184388838574654	0.863056338091931
4.0	0.21885910377376863	0.5025534035882013	0.9776094709044206	0.6022836655539021	0.11980914351146753	0.4091143465085725	0.9776094709044206	0.8775280311061507
4.0	0.1401948615657051	0.4213323990844011	0.7379721168997904	0.6175645443435847	0.10343292994410912	0.3852866723183552	0.7379721168997904	0.8812915834523809
4.0	0.18347741081879845	0.4737394724806201	0.9156196253538256	0.6605698181349207	0.11758571971942197	0.40206426611559204	0.9156196253538256	0.8678517673346561
4.0	0.18273384771367526	0.47060213747759	0.9567538923098419	0.6781521492410715	0.12735341395092772	0.41654102945897625	0.9567538923098419	0.8828864685929232
4.0	0.1786522518322546	0.4617195815453077	0.8982033286044886	0.6199320521180556	0.11267782068212376	0.38917148829245074	0.8982033286044886	0.8601802530621692
4.0	0.09883653455840453	0.3851504396017334	0.6547442601950964	0.5827040773164683	0.12636122968911329	0.41507648317620593	0.6547442601950964	0.8713075776620368
4.0	0.1329061746697903	0.4119267834298302	0.7427937104546857	0.6013455075760582	0.11917108701416772	0.40394879252286914	0.7427937104546857	0.8690010827364418
4.0	0.17910400350953987	0.4639071746318741	0.8704378857390773	0.6079821480076057	0.11712497530455153	0.39807278502454285	0.8704378857390773	0.8636720917509919
4.0	0.12325770156025993	0.4001391045525308	0.7271475210664571	0.5780253053835979	0.12230698028337804	0.4079494306160396	0.7271475210664571	0.8826535843270501
4.0	0.17490152315016505	0.46210437669967014	0.9188335363690371	0.6282616195916005	0.1323114783522981	0.4197772556810576	0.9188335363690371	0.8848624434837961
4.0	0.1537906840670859	0.44516699640828106	0.9246650818997895	0.672767081957672	0.14944204617358317	0.4298506070063592	0.9246650818997895	0.8702991743386244
4.0	0.14668886052777763	0.4248964658300001	0.8033217088921847	0.5970869890625	0.12364559210317466	0.40814590958528923	0.8033217088921847	0.8714441908035713
4.0	0.2616182246883712	0.5474788021176826	1.2148838558779647	0.6735752506812169	0.12611061095126322	0.4077213745981444	1.2148838558779647	0.8961745943204364
4.0	0.16051460824507252	0.4414091591466322	0.9385776995105692	0.6263907052959655	0.15437703660999988	0.4418636147294444	0.9385776995105692	0.8826137543931878
4.0	0.13107068462816285	0.40935544346919683	0.7810818764814719	0.6035260517361112	0.1287726565442655	0.41328010084730565	0.7810818764814719	0.872529521875
