[TimeInSystem1].SampleAverage	[WaitTriage].SampleAverage	[WaitTest].SampleAverage	[WaitTreat].SampleAverage	[TimeInSystem2].SampleAverage	[WaitTreat2].SampleAverage	[TriageNurseUtilization].SampleAverage	[TestNurseUtilization].SampleAverage	[Doctor1Utilization].SampleAverage	[Doctor2Utilization].SampleAverage
0.7785197776948387[h]	0.06834305694510269[h]	0.0018976113954713007[h]	0.2338667295412059[h]	0.3985025921442197[h]	0.11540983745847357[h]	0.35262314576349657	0.12847315157083022	0.538709097722061	0.8383851382547616
0.8035697693759963[h]	0.07256281006246673[h]	0.0028445279498936736[h]	0.24233812140683142[h]	0.39064337362127405[h]	0.10326685025858175[h]	0.34632573836037583	0.13281346074552045	0.5357149622856068	0.8177286984599136
0.6729533062962961[h]	0.05063072948962961[h]	0.001208614565925926[h]	0.1572972875948147[h]	0.3874756277710304[h]	0.10032944368196131[h]	0.31078517851257603	0.11284803854194547	0.4893258049291444	0.8049713253466821
0.6709748015144685[h]	0.047148285208845224[h]	0.0011252286834561834[h]	0.16910166961506964[h]	0.38321128975736996[h]	0.106797411154195[h]	0.33080205852328215	0.09375067817330855	0.5054195701459067	0.7873083224459089
0.7205489802193703[h]	0.05853500962306438[h]	0.0028122983876663946[h]	0.18624804188875302[h]	0.4301279304269651[h]	0.1388042662207748[h]	0.32226390326174237	0.12066059505638785	0.5059602903363016	0.8346492767221985
0.8059152738150579[h]	0.08078294938596495[h]	0.002511911755116959[h]	0.2381370260760234[h]	0.40226266093117385[h]	0.11589151448380566[h]	0.31389586360723093	0.11458416221182155	0.49528328594969584	0.8113006430457396
0.6683411830483023[h]	0.054958567788656786[h]	0.001695670583115753[h]	0.1367112825841313[h]	0.42804354211555556[h]	0.14326096136555563[h]	0.30232461432880736	0.11632028588169764	0.4840947849217659	0.8203143956727117
0.7039330970818943[h]	0.061865055834053016[h]	0.0014966917494242944[h]	0.1584701187658319[h]	0.3938817949275856[h]	0.11265318492475679[h]	0.31673694780922895	0.12413284239614002	0.5109757950911104	0.8027033510933962
0.770986360275725[h]	0.05816757502941982[h]	0.00239476416803503[h]	0.2305943696996441[h]	0.4068326166760931[h]	0.1262609103714793[h]	0.3312444573485051	0.12326478056120198	0.5250640726177127	0.8281869842982083
0.8005645672784167[h]	0.052953796598339715[h]	0.0015111296289910597[h]	0.259065003572797[h]	0.409495435073776[h]	0.12542490717750945[h]	0.36124734020934757	0.14757051193946716	0.5771232332670231	0.8321423526660349
0.7840728466435186[h]	0.056846673210784335[h]	0.0019549406644880176[h]	0.25082351837214056[h]	0.39698153252699075[h]	0.11136008414417452[h]	0.33042901952849774	0.12673702790095415	0.5278048813301601	0.8209430890067202
0.7394462033515716[h]	0.08654280349607185[h]	0.004942611029741862[h]	0.17239017092312[h]	0.38673482812814347[h]	0.10132867233081841[h]	0.3346413724708657	0.12760508973589219	0.5022879240026331	0.8164770317971051
0.6796505732237658[h]	0.05685355186805559[h]	0.0017382960308641971[h]	0.1505073620061728[h]	0.4074103321869403[h]	0.11907923008624548[h]	0.30031302788503966	0.10243129652268897	0.47849617085627066	0.8265236480515629
0.7929876309416862[h]	0.05878812523509324[h]	0.0022452343965064354[h]	0.26478387488442323[h]	0.4180254442370891[h]	0.13316130662530729[h]	0.3363572187168599	0.12500090423107807	0.5370485809605104	0.8310348254645938
0.7010975685390692[h]	0.053761693361734544[h]	0.003145414639789416[h]	0.1672168169638403[h]	0.41031948626580844[h]	0.12108006304990963[h]	0.3305166037471336	0.11979253322144981	0.5098081554467263	0.828575257964829
0.700297099548787[h]	0.056168800396926094[h]	0.001069739834320361[h]	0.18018198548716874[h]	0.3875403249558462[h]	0.10477032251397272[h]	0.330657375647972	0.103299358357627	0.502632662526494	0.8041135621756523
0.7786811871926276[h]	0.056381792616357264[h]	0.0015470153618509551[h]	0.25457189179244044[h]	0.4132453511813923[h]	0.12763211120035697[h]	0.34160448771620167	0.10590354386244114	0.5237807635139143	0.8228152549352933
0.6458461778318362[h]	0.041049256078675975[h]	7.03058621091151E-4[h]	0.13262974777029274[h]	0.38637363419937865[h]	0.09943522301896203[h]	0.2791679559588828	0.09722292551306072	0.4390349201223967	0.8099994277562771
0.933029114767268[h]	0.11539425330125584[h]	0.0023684461493311496[h]	0.3310886051160253[h]	0.43612404921444464[h]	0.1462094149933333[h]	0.3335707455262263	0.12847315157083022	0.5159187034411418	0.8423678887810241
0.8008752696177116[h]	0.0633945157611386[h]	0.0015373165456545653[h]	0.2566870059550329[h]	0.39617235394005884[h]	0.11233663833614488[h]	0.33592293832710013	0.11371610037688351	0.508960755034397	0.8186042821200964
0.7981391589626523[h]	0.07623740421318446[h]	0.0018991542351143008[h]	0.25662047607854876[h]	0.40083849892417117[h]	0.11940724821516575[h]	0.3381464579590419	0.11718834771663568	0.510615826846259	0.83067001389767
0.7067135262107561[h]	0.06652839279757032[h]	0.0011841272918372918[h]	0.17358886975498236[h]	0.39829268809680957[h]	0.11389365778437845[h]	0.3338828645606522	0.10850772936725527	0.4901160425494976	0.8241296557642923
0.7634111387556084[h]	0.07209720267484829[h]	0.002347260528503563[h]	0.21695837722354183[h]	0.4205622022069473[h]	0.13801119538639978[h]	0.3313848306208812	0.11979253322144981	0.5276191708808657	0.809467023861573
0.9331232684133486[h]	0.11869233489136091[h]	0.004069318786104606[h]	0.3287738846402549[h]	0.3859630165815503[h]	0.10259830923280429[h]	0.3432258695216256	0.1362857080852726	0.5193136754215525	0.8108398348367682
0.6991309392305486[h]	0.05539035127045651[h]	0.0015253423643410854[h]	0.16733952051105377[h]	0.395024037730533[h]	0.10979957166097455[h]	0.32078548801423623	0.1050354820275031	0.49332028846852194	0.8236140624483684
0.7663399541757853[h]	0.07098887869107748[h]	0.0030953066792929296[h]	0.2110628746071829[h]	0.40018783963559124[h]	0.1140632567192041[h]	0.3223469370553896	0.11805640955157372	0.5014531350617408	0.8178237559661167
0.6990095204503366[h]	0.051833111318041546[h]	0.002537971427469136[h]	0.1733524627504209[h]	0.4022649383002509[h]	0.11561202802304367[h]	0.330068673458286	0.12413284239614002	0.5227323318701669	0.8109889124892397
