[TimeInSystem].SampleAverage	[WaitingTriage].SampleAverage	[WaitingTest].SampleAverage	[WaitingTreat].SampleAverage	[TimeInSystem2].SampleAverage	[WaitingTreat2].SampleAverage	[TriageNurseUtilization].Value	[TestNurseUtilization].Value	[Doctor1Utilization].Value	[Doctor2Utilization].Value
0.7288792627121093[h]	0.07831617589900185[h]	0.002637717390333596[h]	0.142232352406094[h]	0.3893753698168317[h]	0.11162782044334432[h]	0.39757757573247354	0.1349206349206349	0.5600251370866401	0.9508263309358466
0.8506501865769996[h]	0.09693900663907702[h]	0.0013517917619764236[h]	0.23499787203661893[h]	0.395492575829413[h]	0.11122661399585583[h]	0.42557598106316136	0.1498015873015873	0.6166523266997354	0.9709675530257937
0.8912199675887819[h]	0.0957940055938929[h]	0.0018278702528921173[h]	0.2863157993018564[h]	0.40858581963775503[h]	0.12405279912641719[h]	0.3933161283316799	0.13472364986276453	0.5605298261226852	0.9564652552050263
0.7540085925099966[h]	0.06728920345044272[h]	0.0018013757312196515[h]	0.16726397609040278[h]	0.4010945417120297[h]	0.12338331438620076[h]	0.3578664463095238	0.13056203278604497	0.5472602771643518	0.9349255935582009
0.6540970361556924[h]	0.06568582959602193[h]	0.002475229232510288[h]	0.08074974457818933[h]	0.3932857355783711[h]	0.11329746949577918[h]	0.37955107360945767	0.12480717532572749	0.5521162907423941	0.9395302258945105
0.7710795684022606[h]	0.052113573014888344[h]	0.0013790484332781914[h]	0.20100692260132327[h]	0.39430698905129924[h]	0.11515697881384403[h]	0.38164515137896826	0.14484126984126985	0.5872562691666666	0.9524848766335978
0.7673996006818782[h]	0.08074020560251317[h]	0.002384223776455026[h]	0.15914126877050258[h]	0.4383345716938341[h]	0.15066693071246387[h]	0.4048896968832672	0.14484126984126985	0.5717366236904762	0.9825755633796295
0.8609465584687107[h]	0.10254125748659003[h]	0.0036440047420178796[h]	0.24305803471902934[h]	0.40237421298783266[h]	0.12053777337408166[h]	0.3989222487235449	0.14583333333333334	0.5777542387731481	0.9621190142592593
0.7466130655616086[h]	0.06939792145614744[h]	0.0028206212187247785[h]	0.1621467252959376[h]	0.38792625427076244[h]	0.10857696031681378[h]	0.3958092366253307	0.14682539682539683	0.5587138727678571	0.9493443781994046
0.9571796622154474[h]	0.11066036514658782[h]	0.0017765259251047059[h]	0.32899297070152766[h]	0.4391115546502468[h]	0.1551980457444895[h]	0.4115537778604497	0.13978143060515874	0.6198956033614418	0.9723810657671956
0.8801758743184097[h]	0.0825651614384249[h]	0.0018586022874341607[h]	0.2735693125106597[h]	0.39569120548314085[h]	0.12265176898563017[h]	0.4047428856795635	0.15575396825396826	0.5849292620734127	0.9350896453158067
0.6578021319631625[h]	0.04709258646675652[h]	0.002002199010182689[h]	0.09588210517819705[h]	0.3970992200587712[h]	0.11390400302506092[h]	0.3643512235300926	0.11706349206349206	0.5298858963574735	0.9388070108068782
0.6813295328219173[h]	0.049280157321156766[h]	0.0016042823850837137[h]	0.10573561443607304[h]	0.398382645122199[h]	0.11940593228388773[h]	0.34432399249503964	0.12103174603174603	0.5375756322486772	0.9485152340459657
0.6580893455095069[h]	0.04810219648469992[h]	0.0018434268033273914[h]	0.10181166112373732[h]	0.37492584764593206[h]	0.10175166026087448[h]	0.35231719112268517	0.11607142857142858	0.5049209200611772	0.9144088097156083
0.731420674847186[h]	0.05654950963796061[h]	0.002850401097543559[h]	0.16682470930948307[h]	0.3970645396639786[h]	0.11175363740479384[h]	0.360974811807209	0.125	0.5449985749041005	0.9444326083316799
0.7551283264638758[h]	0.05822912168296815[h]	5.120122496087637E-4[h]	0.18446119668296818[h]	0.39832950309168946[h]	0.11990414955284547[h]	0.4050819864384921	0.1438066437003968	0.5909232607986111	0.9479627048247353
0.927155780481903[h]	0.08367867261503927[h]	0.003923465216750841[h]	0.3095289372797418[h]	0.45617187625999983[h]	0.16517388732333327[h]	0.3675003065046296	0.15079365079365079	0.5688156245535714	0.980291297662037
0.7994590594933064[h]	0.07879599058433734[h]	0.0033518359210174026[h]	0.2013064089538153[h]	0.4282372368694447[h]	0.13788514976833335[h]	0.38728859633267193	0.13945493278604498	0.5800231525992063	0.9793327693501984
0.752637266804941[h]	0.07531044288470991[h]	0.0011940457257866271[h]	0.15204609341383962[h]	0.44900189552487074[h]	0.16693441903423772[h]	0.42799165925925925	0.17063492063492064	0.6132923718022486	1.0017097954761904
0.9578622392788728[h]	0.05902669499110566[h]	0.0016552042857142853[h]	0.37997667621647496[h]	0.3963980624909485[h]	0.11694299588594714[h]	0.3860152914484127	0.14384920634920634	0.5739320558680556	0.9505026517873677
0.7110238528090279[h]	0.05750200818819445[h]	0.00124617350625[h]	0.1413689794791667[h]	0.4184552180505554[h]	0.1333307961477777[h]	0.3819964724619709	0.12267674868716931	0.5921598857523147	0.9739792962681878
0.679230703908369[h]	0.05296526483189033[h]	0.0020724313354978353[h]	0.12001402633549779[h]	0.42479000579567755[h]	0.13880271113621492[h]	0.36505741759424604	0.13194444444444445	0.526925448614418	0.9591251624768518
0.75377282574498[h]	0.055566913069611805[h]	0.0014699519946452476[h]	0.18643531510508699[h]	0.4292848859063133[h]	0.13826400041355505[h]	0.37994414539186505	0.125	0.5983628662268519	0.9691589447536375
0.7413727836589362[h]	0.0545054001067872[h]	9.024756230345912E-4[h]	0.18182537583202305[h]	0.41789348302839985[h]	0.13129441924756732[h]	0.38853869892195764	0.1259920634920635	0.586143766359127	0.9529326705704364
0.7746933338765273[h]	0.05093077244109951[h]	0.0011316594524432811[h]	0.1983628660471204[h]	0.3819649434214095[h]	0.1026167477918926[h]	0.348293292417328	0.1388888888888889	0.5294843733382937	0.9341317986028439
0.7414162352216687[h]	0.06509229652258244[h]	0.0015740415447492379[h]	0.16057777726309225[h]	0.41771628163530483[h]	0.12795318559251784[h]	0.37569316464781743	0.1378968253968254	0.5740091229596561	0.9664951239831349
0.7022485227711283[h]	0.05735905743572696[h]	6.32089462174941E-4[h]	0.1299089865499409[h]	0.4144632811776675[h]	0.13133259548404846[h]	0.3643270156861772	0.1349206349206349	0.5374593789831349	0.9541350851686509
0.9118696261428575[h]	0.09337300901719581[h]	0.002363950370370371[h]	0.3007241619371693[h]	0.43883860021856996[h]	0.15200554074147848[h]	0.40464227081018517	0.13690476190476192	0.6037513580555556	0.982896918163029
0.7250984184625819[h]	0.045715206764495864[h]	0.0021148164617252217[h]	0.1534653963596115[h]	0.42893870485162894[h]	0.13908051104138774[h]	0.37121005874007934	0.14285714285714285	0.5701577062632275	0.9641651425281085
0.7277306887681159[h]	0.057358305680354243[h]	0.0035463563989533015[h]	0.151104792654992[h]	0.4093103792003532[h]	0.12847686024464328[h]	0.3935152191782407	0.15476190476190477	0.554987725324074	0.9624847833234127
0.792934270197067[h]	0.05008049422450903[h]	0.0014400521637072908[h]	0.21432171435297287[h]	0.4110813538574[h]	0.13158219364372467[h]	0.4052731665178571	0.14186507936507936	0.6014742915591932	0.9650657852463623
0.6793233174876057[h]	0.06079725077938175[h]	0.0013123872820064158[h]	0.09204210559857103[h]	0.4129397828409843[h]	0.1303955532900865[h]	0.3672680499619709	0.1378968253968254	0.5246082885631613	0.9525185877695106
0.7198469963716573[h]	0.05739514122690928[h]	0.0014962587406947888[h]	0.14432625614902125[h]	0.4173181692897539[h]	0.13331554588378794[h]	0.38418861998181214	0.1259920634920635	0.5792563146329365	0.9650701378637566
0.750376110568459[h]	0.0640666518323825[h]	0.0016975309637326812[h]	0.16999474384949742[h]	0.389245357755045[h]	0.10853398403470842[h]	0.3873620670585317	0.13988095238095238	0.5826857189699074	0.9510150995320767
0.8454609930416029[h]	0.09905041462899548[h]	0.0018325967459411464[h]	0.22211840040334863[h]	0.44885372336339363[h]	0.16125732302382542[h]	0.41473097709821427	0.14781746031746032	0.6226249337433862	0.9748521723908729
0.7448093173083593[h]	0.06542615534521902[h]	0.0022884447983440174[h]	0.16531920303485578[h]	0.43924447468431793[h]	0.15153380972222222[h]	0.36894915466435185	0.1388888888888889	0.5504372954199735	0.9753181494659391
0.6774955572109134[h]	0.05679853587079443[h]	0.002130500793751767[h]	0.09562733218122707[h]	0.39888544393623093[h]	0.11719910889516312[h]	0.38398405435681215	0.15476190476190477	0.5601737267493386	0.9362645025760582
0.7653105071069809[h]	0.07609218971955768[h]	0.0019205746456168395[h]	0.16658631956301637[h]	0.42572532379084954[h]	0.14263533307897605[h]	0.3898823097437169	0.16071428571428573	0.5849791735631614	0.9720565571064814
0.719935682446193[h]	0.07807760468590257[h]	0.0014701433965563625[h]	0.1208097076634383[h]	0.4045042873206969[h]	0.12065462059198542[h]	0.3977897200049603	0.1388888888888889	0.5706715184986773	0.9709823592890211
0.7496353099716283[h]	0.06748059924386379[h]	0.001873952857614146[h]	0.16599290739047223[h]	0.4105985927436742[h]	0.1307581572986799[h]	0.3864177748164682	0.14087301587301587	0.5752151270734127	0.976368916901455
