[TimeInSystem].SampleAverage	[WaitingTriage].SampleAverage	[WaitingTest].SampleAverage	[WaitingTreat].SampleAverage	[TimeInSystem2].SampleAverage	[WaitingTreat2].SampleAverage	[TriageNurseUtilization].Value	[TestNurseUtilization].Value	[Doctor1Utilization].Value	[Doctor2Utilization].Value
0.7869503325472815[h]	0.0677947019378776[h]	0.0018878718360914107[h]	0.2025202600151037[h]	0.41814050227206606[h]	0.1335500999260753[h]	0.404134271875	0.14682539682539683	0.5760424054910714	0.9955093297271824
0.8288180678679395[h]	0.0719681248448687[h]	0.0028364131921241047[h]	0.2229572167124102[h]	0.4159165384468156[h]	0.13428099955284567[h]	0.3983765546676587	0.15311343079695766	0.5817050711855158	0.9559574090211641
0.7056436495478726[h]	0.050287556392582713[h]	0.001203922624113475[h]	0.1446976158783984[h]	0.41273045028058947[h]	0.1251830995928924[h]	0.3579146204001323	0.12896825396825398	0.537846316630291	0.9559504819477512
0.7006899506176627[h]	0.04691486997543[h]	0.0011245461827736824[h]	0.1554306901010101[h]	0.41294179853940843[h]	0.13478693830736216[h]	0.3780567606498016	0.10714285714285714	0.5562968690393518	0.9313582543783069
0.7977566195422439[h]	0.0582517985391198[h]	0.002802790101874491[h]	0.21903087383659336[h]	0.4272513925866669[h]	0.14095334679944452[h]	0.36829893950892856	0.1378968253968254	0.5610651841369048	0.9672350427199075
0.7634813481064565[h]	0.0799549700116347[h]	0.002500214718586387[h]	0.16618192150014552[h]	0.40630964551355286[h]	0.11740155624887987[h]	0.3601253755919312	0.13095238095238096	0.5425296155489417	0.9472464222470238
0.7025919934370465[h]	0.054620592737888[h]	0.0016914958268059185[h]	0.13356095922178712[h]	0.4356696335988886[h]	0.15200277043166674[h]	0.3472212154150132	0.1339280800975529	0.5301001375760581	0.9518914616815476
0.6772493838852908[h]	0.06154477244746694[h]	0.00149271010218768[h]	0.09847053373776626[h]	0.3956943464136806[h]	0.1188744103842687[h]	0.3630684574206349	0.14285714285714285	0.5388097469758597	0.9320297518882275
0.6820368639949368[h]	0.05780781283456487[h]	0.0023604376929392446[h]	0.1106063360666392[h]	0.42989973746741755[h]	0.14639987420532352[h]	0.37856235564980156	0.14087301587301587	0.5566113134540344	0.9760375275363757
0.8170525507731693[h]	0.05239626114951357[h]	0.0015126913716077823[h]	0.23271490966781877[h]	0.4520602995504239[h]	0.16456753167001342[h]	0.4141545801603836	0.16912883530588624	0.6294904711094577	0.9900682021279761
0.8481019061111105[h]	0.05639798533822332[h]	0.0019474442053789732[h]	0.27221828023431127[h]	0.39326486705175506[h]	0.11281394812430146[h]	0.38001968855820106	0.14583333333333334	0.5819200444742063	0.9513326585367063
0.7651120877518234[h]	0.08604664556888329[h]	0.004942135960297417[h]	0.15053013223134115[h]	0.39208382409949893[h]	0.10774369780396176[h]	0.3824788597073413	0.14583333333333334	0.5693418310218253	0.9391690865873016
0.796878837309941[h]	0.056374425377808596[h]	0.0017311724038165585[h]	0.22958597580486312[h]	0.416269580434272[h]	0.12509707619774194[h]	0.34397114253968253	0.11706349206349206	0.5326816482622354	0.9639377406944444
0.7915084765564789[h]	0.058677644199656896[h]	0.0022565603978622326[h]	0.21646254470308804[h]	0.4104610718602183[h]	0.12886236629908512[h]	0.3862067702843915	0.14285714285714285	0.5895862458085317	0.9691545070171956
0.7480088941458852[h]	0.05347283218135217[h]	0.003131560386533666[h]	0.16894314399487395[h]	0.4180279421693656[h]	0.1340115507225595[h]	0.3783935848313492	0.1378968253968254	0.5607570783515212	0.9709067975248016
0.7227551651765117[h]	0.05571992929817158[h]	0.0010620707313642756[h]	0.154600800038678[h]	0.41606342617123176[h]	0.13104301358606077[h]	0.3798335273693783	0.11805555555555555	0.5557750340410053	0.9613411536590608
0.7076322043603713[h]	0.05610522268765132[h]	0.0015402895076674738[h]	0.14205940165590536[h]	0.4099356270708085[h]	0.12846883806835882[h]	0.39207078855985444	0.1219082435185185	0.5597840638111773	0.9705065293220899
0.6855489961177447[h]	0.04070947388805969[h]	7.009599386401327E-4[h]	0.12679510819071307[h]	0.4112404129321605[h]	0.12277398932215594[h]	0.3202073159507275	0.1111111111111111	0.4843546754728836	0.9576275241865079
1.1778725376173889[h]	0.11459026749727005[h]	0.0023636686445536446[h]	0.5316123518843845[h]	0.39880036947377134[h]	0.11687614701859231[h]	0.3820648274107143	0.14741556345734128	0.5746690984193121	0.9647232353455688
0.8323076658608357[h]	0.06307231079070405[h]	0.0015359414081408142[h]	0.24932161875481293[h]	0.43974053717003336[h]	0.152523814013468[h]	0.38390915237599205	0.12996031746031747	0.5506638953108465	0.9675414162136243
0.8248528492893902[h]	0.07518939420691476[h]	0.001881002436658749[h]	0.2421386636434416[h]	0.4036348875334669[h]	0.11995618971552881[h]	0.388024701332672	0.13392857142857142	0.5587714174553571	0.9815155034308862
0.789638034373464[h]	0.066202157471335[h]	0.0011807147884247884[h]	0.20830154001911003[h]	0.3971324094098594[h]	0.11825290821146235[h]	0.3826124231729497	0.12400793650793651	0.5661824253207672	0.9400674889037699
0.8015813590797787[h]	0.07173916326685101[h]	0.002330508199710374[h]	0.204798315300158[h]	0.40373638218997476[h]	0.12714161119257744[h]	0.38093989957506613	0.13690476190476192	0.5710144207936508	0.9592704165773809
0.8668066272560498[h]	0.1176365191224304[h]	0.004063463985167838[h]	0.2205738760109289[h]	0.4027223375895318[h]	0.11863545502180892[h]	0.39225529908068785	0.15575396825396826	0.564143358083664	0.9545618950909391
0.7369870779460193[h]	0.05497912184278351[h]	0.0015156836927262315[h]	0.16020854895260594[h]	0.4157256241547862[h]	0.12838405902410052[h]	0.36712043297949737	0.12003968253968254	0.5476183257275132	0.9685335384325398
0.730316548956059[h]	0.07046581686397989[h]	0.003087509937027708[h]	0.136147872865939[h]	0.40966824044055555[h]	0.1287911076755557[h]	0.36914794307705023	0.1349206349206349	0.5374664949652778	0.9558763746230159
0.7361533661980919[h]	0.05154373842241865[h]	0.0025337626732603816[h]	0.16471493498456788[h]	0.4066501849738698[h]	0.12422590592365367[h]	0.37897405865244704	0.14186507936507936	0.5692086132159392	0.9569563906944444
0.6989094108984375[h]	0.04798930265190971[h]	0.0014148025419560182[h]	0.1336259267267071[h]	0.400222182199399[h]	0.11522622171231363[h]	0.36618208742724867	0.14087301587301587	0.558606444537037	0.9504496865046296
0.7850121174144791[h]	0.051929756408777526[h]	0.0014816195518430125[h]	0.21979074262529824[h]	0.41816683502337987[h]	0.13648987318358938[h]	0.40400567719907404	0.1527777777777778	0.6013895119361773	0.9504534020238093
0.7666963916680142[h]	0.07155424533980582[h]	5.785075343851131E-4[h]	0.18143753206917476[h]	0.38977331622211286[h]	0.11047684348261151[h]	0.3893481325347222	0.1388888888888889	0.5797760743402778	0.9508009596693122
0.7147959206788552[h]	0.054674637448270946[h]	0.0015887102799036282[h]	0.13727249925311788[h]	0.3949807439011852[h]	0.1098090811150235[h]	0.38735280943948414	0.13580609328703702	0.5627756938194444	0.9614040783978175
0.7942879506664152[h]	0.08075840640652557[h]	0.0015129606790123455[h]	0.21294081611174095[h]	0.3987381814920636[h]	0.11729368518480725[h]	0.4179773599470899	0.13293650793650794	0.6194707102628968	0.9588249789847882
0.7055193211921923[h]	0.04688669506681681[h]	0.0018883305322822824[h]	0.14101307091516507[h]	0.403642810487517[h]	0.11514272554149803[h]	0.3533237471164021	0.12996031746031747	0.5218379935234788	0.944897270474537
0.7734738842246249[h]	0.0812051502169918[h]	0.0030383737298558104[h]	0.17131711685679954[h]	0.4067943488781615[h]	0.12468078126298558[h]	0.38237645076554233	0.13194444444444445	0.5510563501223544	0.9524738347916666
0.7638193064417672[h]	0.06530337865461844[h]	0.0011013856606425702[h]	0.19044058597590358[h]	0.38830571983998147[h]	0.10620137326233953[h]	0.3800774968584656	0.12996031746031747	0.5820471810714285	0.957345739914021
0.689345101736827[h]	0.062476792506443314[h]	8.768991680985109E-4[h]	0.1156113507753436[h]	0.4257926543638167[h]	0.1371104835868125[h]	0.3659325852430555	0.12698412698412698	0.5388225313640872	0.9731246668617723
0.7510165321237193[h]	0.053105645976490645[h]	0.0022828519102968217[h]	0.16457692883898078[h]	0.4202431605345373[h]	0.13272584438707116[h]	0.40692820946759256	0.14781746031746032	0.6171513189252644	0.9795886396924604
0.7521500145344182[h]	0.07788625315338475[h]	0.0021831442516423876[h]	0.15270048950085682[h]	0.4289205572387566[h]	0.14419135739032196[h]	0.37020084611441795	0.14682539682539683	0.5534976583300264	0.9621469143998016
0.6753074592306108[h]	0.0587048289713971[h]	0.0016831768777502748[h]	0.10062936275783828[h]	0.4144602053416664[h]	0.1313200770983334[h]	0.38023237673776455	0.13488556209986774	0.5447443816666667	0.9659158840228175
0.8729324282225931[h]	0.07878809611853495[h]	0.002410614112843356[h]	0.271648403737936[h]	0.4404364082717274[h]	0.1528141020011[h]	0.4073152999884259	0.15575396825396826	0.6225653984457672	0.9846595677430555
0.7410762157323231[h]	0.07374434609357465[h]	9.533096969696969E-4[h]	0.14695091853044331[h]	0.4036716895717832[h]	0.12289529044230346[h]	0.3728742207986111	0.13690476190476192	0.5405885329629629	0.9488610647850529
0.7319309199889168[h]	0.07483287386256578[h]	0.001337722748683846[h]	0.14233219764062066[h]	0.41231398890905047[h]	0.1327463718497984[h]	0.37862543616071426	0.12896825396825398	0.5642676728769841	0.9626315271660054
0.7642151382315853[h]	0.1037213798339575[h]	0.0027041255162297134[h]	0.14680924953870164[h]	0.4125390703452544[h]	0.13097357842273954[h]	0.429450328640873	0.13734509801421957	0.5912476472007274	0.9772306395370369
0.7512667624129674[h]	0.05349216272265739[h]	0.001524816523788802[h]	0.1891467444132578[h]	0.41494649161840597[h]	0.129500528452862[h]	0.3482610660201719	0.11408730158730158	0.5322180518468914	0.9505883839467592
0.7149565561936934[h]	0.053975379744744756[h]	7.279445653153152E-4[h]	0.1555526090795796[h]	0.41574120214309085[h]	0.13192818488375918[h]	0.3639457733779762	0.12136385034722222	0.5429368281580688	0.9644490191335977
0.7632809079002241[h]	0.0625237244276518[h]	0.0033188785691295837[h]	0.18625881176182474[h]	0.4165061480346234[h]	0.13070696570830492[h]	0.3688307040029762	0.13690476190476192	0.57133991505291	0.9501789504083995
0.7752544070481755[h]	0.07812859722988026[h]	0.003021431891534391[h]	0.18849429688526873[h]	0.3903715642596331[h]	0.10792982910674284[h]	0.3816943573181217	0.1349206349206349	0.5640473253918651	0.943003294713955
0.7685528275454926[h]	0.06723693253377444[h]	0.001752993018334712[h]	0.19375730418320936[h]	0.42642274169351335[h]	0.14342699448827526[h]	0.37792296561838623	0.1372400902331349	0.5677829105142195	0.9704936718386243
0.6909374857730348[h]	0.057258477360433616[h]	0.002927717243902439[h]	0.11698721915311656[h]	0.4248267927942464[h]	0.14052956464317098[h]	0.3929871493121693	0.14087301587301587	0.5755466296263227	0.9696046434937168
0.7936112256858469[h]	0.07816934860714285[h]	0.0013686187023809523[h]	0.2009578535211641[h]	0.41075606520114927[h]	0.12832944674273145[h]	0.40972481746197087	0.12996031746031747	0.6047213687119708	0.954281978369709
0.7862718652151418[h]	0.06099351158428647[h]	0.0015110931284041391[h]	0.19856161940155231[h]	0.3987735608404412[h]	0.12331953240923008[h]	0.40481722065806874	0.1527777777777778	0.5939002713260583	0.9556831853306877
0.7816077307325647[h]	0.06605162907650493[h]	0.001569514325112702[h]	0.19365795877022007[h]	0.39059403950661664[h]	0.10281948458190736[h]	0.3961058096081349	0.14583333333333334	0.594804692744709	0.9525162854613094
0.796520207816141[h]	0.057316087400539936[h]	0.0018675243044899115[h]	0.21557435818414336[h]	0.4234376707254313[h]	0.1420384987184594[h]	0.39261157687665343	0.14384920634920634	0.5882414379513888	0.9558061183449074
0.7454265911413045[h]	0.06184176785225443[h]	0.001604741137278583[h]	0.16675094006307015[h]	0.40489139569388705[h]	0.12148243795013391[h]	0.39687270973710315	0.1488095238095238	0.5799428138607804	0.9518724912334656
0.873369422164534[h]	0.09083985100890396[h]	0.0017213428962879359[h]	0.2673520409518434[h]	0.43528705841649706[h]	0.1498808454537226[h]	0.40765906992559525	0.14087301587301587	0.5934131685085978	0.9708529783234126
0.718020861266215[h]	0.052798797674139884[h]	0.0015742130245346873[h]	0.14075047639452898[h]	0.4400966891627061[h]	0.14775263778173786[h]	0.36858153600529103	0.1374484304811508	0.5598308820701058	0.9597755797354497
0.8886750863347923[h]	0.09708671100291767[h]	0.003028256731096523[h]	0.26559888994955017[h]	0.4355634952560334[h]	0.15357266232931077[h]	0.4238098752480159	0.15476190476190477	0.6434612430671296	1.000648761155754
0.7140187553356199[h]	0.06730644067393063[h]	0.0015513976762173798[h]	0.1262736602892118[h]	0.38407915361452627[h]	0.10315125934540074[h]	0.4050405551951058	0.14087301587301587	0.5900454654365079	0.9463288132457011
0.7039992763074603[h]	0.060718549532440255[h]	0.0029881326707381136[h]	0.11747505918242711[h]	0.3930926990087367[h]	0.11825575368111561[h]	0.4064323634424603	0.1584470647222222	0.592885300462963	0.9444541209953704
0.7511657676283671[h]	0.05925265727693608[h]	0.001618949271184063[h]	0.1715666081467452[h]	0.4655243647833992[h]	0.17333022159611994[h]	0.3653848653356481	0.12896825396825398	0.5490909370469577	0.9943537172949735
